"SpeciesGroup","SpeciesName","OperationYear","AreaName","SpeciesCode","CompanyCount_taxID","TotalNetWeight","TotalWholesaleValue","WholesalePricePerlb"
"rockfish"," thornyhead (idiots)",1999,"Kodiak",143,11,"142725"," 284835 "," 2.00 "
"rockfish"," yelloweye (red snapper)",1999,"Kodiak",145,7,"3485"," 5497 "," 1.58 "
"sablefish (blackcod)","",1999,"Kodiak",710,12,"2110004"," 7459290 "," 3.54 "
"salmon roe"," chinook",1999,"Kodiak",401,6,"3179"," 14782 "," 4.65 "
"salmon roe"," chum",1999,"Kodiak",405,7,"227030"," 1064461 "," 4.69 "
"salmon roe"," coho",1999,"Kodiak",403,7,"46279"," 95106 "," 2.06 "
"salmon roe"," pink",1999,"Kodiak",404,7,"608239"," 1961421 "," 3.22 "
"salmon roe"," sockeye",1999,"Kodiak",402,7,"402030"," 1843409 "," 4.59 "
"salmon"," chinook",1999,"Kodiak",410,7,"107753"," 129853 "," 1.21 "
"salmon"," chum",1999,"Kodiak",450,9,"5385402"," 2945396 "," 0.55 "
"salmon"," coho",1999,"Kodiak",430,10,"1322617"," 2218464 "," 1.68 "
"salmon"," pink",1999,"Kodiak",440,10,"27125828"," 26635813 "," 0.98 "
"salmon"," sockeye",1999,"Kodiak",420,10,"17586207"," 49271075 "," 2.80 "
"skate"," general",1999,"Kodiak",700,4,"59974"," 41328 "," 0.69 "
"sole"," Dover",1999,"Kodiak",124,8,"1336070"," 879421 "," 0.66 "
"sole"," flathead",1999,"Kodiak",122,8,"124110"," 100651 "," 0.81 "
"sole"," rex",1999,"Kodiak",125,6,"178644"," 96634 "," 0.54 "
"sole"," rock",1999,"Kodiak",123,8,"1106966"," 1603040 "," 1.45 "
"herring"," with sac roe",1999,"Kuskokwim",234,5,"5159611"," 3394469 "," 0.66 "
"salmon"," coho",1999,"Kuskokwim",430,3,"149358"," 224423 "," 1.50 "
"salmon"," sockeye",1999,"Kuskokwim",420,3,"953340"," 1845782 "," 1.94 "
"herring"," with sac roe",1999,"Norton Sound",234,4,"4676583"," 3209617 "," 0.69 "
"cod"," Pacific (gray)",1999,"Petersburg/Wrangell",110,5,"56611"," 22825 "," 0.40 "
"crab"," Dungeness",1999,"Petersburg/Wrangell",910,8,"1742087"," 5960374 "," 3.42 "
"crab"," Tanner, bairdi",1999,"Petersburg/Wrangell",931,4,"714718"," 3126495 "," 4.37 "
"crab"," golden (brown) king",1999,"Petersburg/Wrangell",923,4,"159881"," 887512 "," 5.55 "
"crab"," red king",1999,"Petersburg/Wrangell",921,3,"111427"," 1398835 "," 12.55 "
"halibut"," Pacific",1999,"Petersburg/Wrangell",200,11,"3330258"," 9184335 "," 2.76 "
"herring"," with sac roe",1999,"Petersburg/Wrangell",234,3,"5170970"," 3214757 "," 0.62 "
"lingcod","",1999,"Petersburg/Wrangell",130,4,"21020"," 22417 "," 1.07 "
"rockfish"," quillback",1999,"Petersburg/Wrangell",147,4,"2680"," 2673 "," 1.00 "
"rockfish"," redbanded",1999,"Petersburg/Wrangell",153,3,"2804"," 2871 "," 1.02 "
"rockfish"," rougheye",1999,"Petersburg/Wrangell",151,5,"17685"," 14517 "," 0.82 "
"rockfish"," shortraker",1999,"Petersburg/Wrangell",152,4,"22211"," 25940 "," 1.17 "
"rockfish"," thornyhead (idiots)",1999,"Petersburg/Wrangell",143,4,"52098"," 122930 "," 2.36 "
"rockfish"," yelloweye (red snapper)",1999,"Petersburg/Wrangell",145,5,"18476"," 18550 "," 1.00 "
"sablefish (blackcod)","",1999,"Petersburg/Wrangell",710,5,"1124833"," 4731196 "," 4.21 "
"salmon roe"," chinook",1999,"Petersburg/Wrangell",401,3,"1703"," 4979 "," 2.92 "
"salmon roe"," chum",1999,"Petersburg/Wrangell",405,9,"1737571"," 13785574 "," 7.93 "
"salmon roe"," coho",1999,"Petersburg/Wrangell",403,3,"69493"," 395576 "," 5.69 "
"salmon roe"," pink",1999,"Petersburg/Wrangell",404,3,"548466"," 2214839 "," 4.04 "
"salmon roe"," sockeye",1999,"Petersburg/Wrangell",402,4,"15697"," 104201 "," 6.64 "
"salmon"," chinook",1999,"Petersburg/Wrangell",410,14,"258701"," 644352 "," 2.49 "
"salmon"," chum",1999,"Petersburg/Wrangell",450,14,"27658121"," 12722437 "," 0.46 "
"salmon"," coho",1999,"Petersburg/Wrangell",430,14,"3246578"," 5802427 "," 1.79 "
"salmon"," pink",1999,"Petersburg/Wrangell",440,9,"47679388"," 45569485 "," 0.96 "
"salmon"," sockeye",1999,"Petersburg/Wrangell",420,12,"1173606"," 3253210 "," 2.77 "
"shrimp"," coonstriped",1999,"Petersburg/Wrangell",964,8,"33918"," 164790 "," 4.86 "
"shrimp"," northern (pink)",1999,"Petersburg/Wrangell",961,5,"413888"," 980503 "," 2.37 "
"shrimp"," sidestriped",1999,"Petersburg/Wrangell",962,4,"31742"," 85802 "," 2.70 "
"shrimp"," spot",1999,"Petersburg/Wrangell",965,13,"114508"," 640400 "," 5.59 "
"cod"," Pacific (gray)",1999,"Prince William Sound",110,5,"947053"," 2160039 "," 2.28 "
"halibut"," Pacific",1999,"Prince William Sound",200,10,"1559375"," 4453411 "," 2.86 "
"lingcod","",1999,"Prince William Sound",130,4,"2661"," 2666 "," 1.00 "
"rockfish"," quillback",1999,"Prince William Sound",147,3,"227"," 483 "," 2.13 "
"rockfish"," rougheye",1999,"Prince William Sound",151,5,"12272"," 17649 "," 1.44 "
"rockfish"," thornyhead (idiots)",1999,"Prince William Sound",143,3,"4482"," 15192 "," 3.39 "
"rockfish"," yelloweye (red snapper)",1999,"Prince William Sound",145,6,"2718"," 3874 "," 1.43 "
"sablefish (blackcod)","",1999,"Prince William Sound",710,5,"683144"," 2670747 "," 3.91 "
"salmon roe"," chinook",1999,"Prince William Sound",401,8,"30875"," 122042 "," 3.95 "
"salmon roe"," chum",1999,"Prince William Sound",405,12,"630809"," 2700410 "," 4.28 "
"salmon roe"," coho",1999,"Prince William Sound",403,9,"67877"," 289504 "," 4.27 "
"salmon roe"," pink",1999,"Prince William Sound",404,12,"2426574"," 8421933 "," 3.47 "
"salmon roe"," sockeye",1999,"Prince William Sound",402,8,"220288"," 1336108 "," 6.07 "
"salmon"," chinook",1999,"Prince William Sound",410,15,"1001489"," 6496289 "," 6.49 "
"salmon"," chum",1999,"Prince William Sound",450,13,"12244901"," 7423451 "," 0.61 "
"salmon"," coho",1999,"Prince William Sound",430,12,"1665649"," 2856732 "," 1.72 "
"salmon"," pink",1999,"Prince William Sound",440,14,"54196077"," 57444936 "," 1.06 "
"salmon"," sockeye",1999,"Prince William Sound",420,18,"10393741"," 38028379 "," 3.66 "
"cod"," Pacific (gray)",1999,"Sitka/Pelican",110,5,"45772"," 108308 "," 2.37 "
"halibut"," Pacific",1999,"Sitka/Pelican",200,7,"2608186"," 7957841 "," 3.05 "
"herring"," with sac roe",1999,"Sitka/Pelican",234,3,"4983019"," 3314521 "," 0.67 "
"lingcod","",1999,"Sitka/Pelican",130,7,"102248"," 214886 "," 2.10 "
"rockfish"," dusky",1999,"Sitka/Pelican",154,3,"10350"," 12613 "," 1.22 "
"rockfish"," quillback",1999,"Sitka/Pelican",147,3,"12984"," 24550 "," 1.89 "
"rockfish"," redbanded",1999,"Sitka/Pelican",153,5,"10770"," 11973 "," 1.11 "
"rockfish"," rougheye",1999,"Sitka/Pelican",151,5,"18408"," 7628 "," 0.41 "
"rockfish"," shortraker",1999,"Sitka/Pelican",152,4,"28552"," 35490 "," 1.24 "
"rockfish"," silvergray",1999,"Sitka/Pelican",157,3,"6301"," 8682 "," 1.38 "
"rockfish"," thornyhead (idiots)",1999,"Sitka/Pelican",143,6,"107921"," 349075 "," 3.23 "
"rockfish"," tiger",1999,"Sitka/Pelican",148,3,"903"," 973 "," 1.08 "
"rockfish"," yelloweye (red snapper)",1999,"Sitka/Pelican",145,5,"448648"," 780202 "," 1.74 "
"sablefish (blackcod)","",1999,"Sitka/Pelican",710,5,"3356750"," 12332388 "," 3.67 "
"salmon roe"," chinook",1999,"Sitka/Pelican",401,3,"2291"," 5193 "," 2.27 "
"salmon roe"," chum",1999,"Sitka/Pelican",405,9,"476370"," 3281296 "," 6.89 "
"salmon roe"," coho",1999,"Sitka/Pelican",403,10,"9737"," 16610 "," 1.71 "
"salmon"," chinook",1999,"Sitka/Pelican",410,20,"1375960"," 4103964 "," 2.98 "
"salmon"," chum",1999,"Sitka/Pelican",450,34,"8513542"," 4225348 "," 0.50 "
"salmon"," coho",1999,"Sitka/Pelican",430,23,"5218895"," 10815480 "," 2.07 "
"salmon"," pink",1999,"Sitka/Pelican",440,13,"635673"," 552969 "," 0.87 "
"salmon"," sockeye",1999,"Sitka/Pelican",420,18,"553513"," 1306162 "," 2.36 "
"sea cucumber","",1999,"Sitka/Pelican",895,3,"121648"," 416089 "," 3.42 "
"shrimp"," spot",1999,"Sitka/Pelican",965,5,"37084"," 145560 "," 3.93 "
"salmon roe"," chinook",1999,"Yukon",401,4,"18681"," 72685 "," 3.89 "
"salmon roe"," chum",1999,"Yukon",405,3,"2926"," 7382 "," 2.52 "
"salmon"," chinook",1999,"Yukon",410,6,"580037"," 3834943 "," 6.61 "
"salmon"," chum",1999,"Yukon",450,5,"157796"," 137245 "," 0.87 "
"salmon"," coho",1999,"Yukon",430,3,"6635"," 8568 "," 1.29 "
"cod"," Pacific (gray)",2000,"Adak/West Aleutians",110,15,"17882282"," 21354552 "," 1.19 "
"halibut"," Pacific",2000,"Adak/West Aleutians",200,4,"2492718"," 7276930 "," 2.92 "
"pollock"," walleye",2000,"Adak/West Aleutians",270,4,"945210"," 11584783 "," 12.26 "
"rockfish"," thornyhead (idiots)",2000,"Adak/West Aleutians",143,4,"59117"," 167116 "," 2.83 "
"sablefish (blackcod)","",2000,"Adak/West Aleutians",710,5,"700497"," 2876502 "," 4.11 "
"turbot"," Greenland",2000,"Adak/West Aleutians",134,4,"94409"," 157699 "," 1.67 "
"cod"," Pacific (gray)",2000,"Alaska Peninsula",110,4,"15654406"," 26410364 "," 1.69 "
"salmon roe"," chinook",2000,"Alaska Peninsula",401,4,"3121"," 18104 "," 5.80 "
"salmon roe"," chum",2000,"Alaska Peninsula",405,5,"264378"," 1786606 "," 6.76 "
"salmon roe"," coho",2000,"Alaska Peninsula",403,3,"36051"," 161124 "," 4.47 "
"salmon roe"," pink",2000,"Alaska Peninsula",404,3,"302969"," 955165 "," 3.15 "
"salmon roe"," sockeye",2000,"Alaska Peninsula",402,4,"382703"," 2359531 "," 6.17 "
"salmon"," chinook",2000,"Alaska Peninsula",410,5,"118070"," 155055 "," 1.31 "
"salmon"," chum",2000,"Alaska Peninsula",450,7,"2893353"," 1478237 "," 0.51 "
"salmon"," coho",2000,"Alaska Peninsula",430,3,"1743761"," 2429164 "," 1.39 "
"salmon"," pink",2000,"Alaska Peninsula",440,3,"5419020"," 5398108 "," 1.00 "
"salmon"," sockeye",2000,"Alaska Peninsula",420,10,"21713337"," 47771271 "," 2.20 "
"cod"," Pacific (gray)",2000,"Bering Sea",110,4,"5765948"," 7759993 "," 1.35 "
"crab"," Tanner, snow (opilio)",2000,"Bering Sea",932,7,"5941797"," 25498265 "," 4.29 "
"pollock"," walleye",2000,"Bering Sea",270,3,"22406875"," 31202690 "," 1.39 "
"halibut"," Pacific",2000,"Bristol Bay",200,3,"49121"," 143930 "," 2.93 "
"herring"," roe only",2000,"Bristol Bay",232,3,"9378"," 28443 "," 3.03 "
"herring"," with sac roe",2000,"Bristol Bay",234,12,"41815160"," 22900582 "," 0.55 "
"salmon roe"," chinook",2000,"Bristol Bay",401,11,"6751"," 35908 "," 5.32 "
"salmon roe"," chum",2000,"Bristol Bay",405,13,"62375"," 438659 "," 7.03 "
"salmon roe"," sockeye",2000,"Bristol Bay",402,16,"2451300"," 12304023 "," 5.02 "
"salmon"," chinook",2000,"Bristol Bay",410,16,"262747"," 385425 "," 1.47 "
"salmon"," chum",2000,"Bristol Bay",450,17,"3405418"," 1708492 "," 0.50 "
"salmon"," coho",2000,"Bristol Bay",430,11,"959510"," 1441108 "," 1.50 "
"salmon"," pink",2000,"Bristol Bay",440,8,"191534"," 125738 "," 0.66 "
"salmon"," sockeye",2000,"Bristol Bay",420,26,"79614585"," 165336069 "," 2.08 "
"cod"," Pacific (gray)",2000,"Cook Inlet",110,12,"4380464"," 5981123 "," 1.37 "
"halibut"," Pacific",2000,"Cook Inlet",200,15,"8641834"," 28111042 "," 3.25 "
"lingcod","",2000,"Cook Inlet",130,8,"10811"," 24933 "," 2.31 "
"rockfish"," black",2000,"Cook Inlet",142,4,"61646"," 51914 "," 0.84 "
"rockfish"," rougheye",2000,"Cook Inlet",151,8,"50171"," 38826 "," 0.77 "
"rockfish"," shortraker",2000,"Cook Inlet",152,5,"21596"," 21804 "," 1.01 "
"rockfish"," thornyhead (idiots)",2000,"Cook Inlet",143,7,"124524"," 307814 "," 2.47 "
"rockfish"," yelloweye (red snapper)",2000,"Cook Inlet",145,9,"62285"," 105607 "," 1.70 "
"sablefish (blackcod)","",2000,"Cook Inlet",710,8,"4971916"," 20967962 "," 4.22 "
"salmon roe"," chinook",2000,"Cook Inlet",401,7,"3939"," 26487 "," 6.72 "
"salmon roe"," chum",2000,"Cook Inlet",405,9,"606308"," 7256089 "," 11.97 "
"salmon roe"," coho",2000,"Cook Inlet",403,9,"43644"," 255457 "," 5.85 "
"salmon roe"," pink",2000,"Cook Inlet",404,6,"883954"," 3747220 "," 4.24 "
"salmon roe"," sockeye",2000,"Cook Inlet",402,9,"223848"," 1267526 "," 5.66 "
"salmon"," chinook",2000,"Cook Inlet",410,24,"182288"," 723602 "," 3.97 "
"salmon"," chum",2000,"Cook Inlet",450,23,"10815973"," 6355972 "," 0.59 "
"salmon"," coho",2000,"Cook Inlet",430,26,"1859740"," 2569448 "," 1.38 "
"salmon"," pink",2000,"Cook Inlet",440,21,"15812756"," 13808840 "," 0.87 "
"salmon"," sockeye",2000,"Cook Inlet",420,26,"8414368"," 16801298 "," 2.00 "
"scallop"," weathervane",2000,"Cook Inlet",850,3,"19962"," 130381 "," 6.53 "
"shrimp"," spot",2000,"Cook Inlet",965,3,"12327"," 110540 "," 8.97 "
"skate"," general",2000,"Cook Inlet",700,3,"3389"," 3376 "," 1.00 "
"cod"," Pacific (gray)",2000,"Dutch Harbor",110,12,"35638829"," 55182012 "," 1.55 "
"crab"," Tanner, snow (opilio)",2000,"Dutch Harbor",932,6,"12453274"," 37202245 "," 2.99 "
"crab"," golden (brown) king",2000,"Dutch Harbor",923,6,"4141010"," 22475687 "," 5.43 "
"crab"," red king",2000,"Dutch Harbor",921,6,"4484528"," 27959948 "," 6.23 "
"halibut"," Pacific",2000,"Dutch Harbor",200,9,"7777867"," 21785617 "," 2.80 "
"pollock"," walleye",2000,"Dutch Harbor",270,6,"364567756"," 347989153 "," 0.95 "
"rockfish"," rougheye",2000,"Dutch Harbor",151,3,"3692"," 2713 "," 0.73 "
"rockfish"," shortraker",2000,"Dutch Harbor",152,3,"1923"," 1680 "," 0.87 "
"rockfish"," thornyhead (idiots)",2000,"Dutch Harbor",143,7,"42352"," 156110 "," 3.69 "
"rockfish"," yelloweye (red snapper)",2000,"Dutch Harbor",145,3,"2664"," 1912 "," 0.72 "
"sablefish (blackcod)","",2000,"Dutch Harbor",710,8,"902578"," 3747159 "," 4.15 "
"turbot"," Greenland",2000,"Dutch Harbor",134,4,"58170"," 79772 "," 1.37 "
"cod"," Pacific (gray)",2000,"EEZ",110,24,"52091454"," 61782874 "," 1.19 "
"crab"," Tanner, snow (opilio)",2000,"EEZ",932,6,"839332"," 3664793 "," 4.37 "
"crab"," red king",2000,"EEZ",921,3,"52368"," 470835 "," 8.99 "
"flounder"," Alaska plaice",2000,"EEZ",133,4,"52577"," 15142 "," 0.29 "
"flounder"," arrowtooth",2000,"EEZ",121,6,"3491741"," 1729301 "," 0.50 "
"greenling"," Atka mackerel",2000,"EEZ",193,4,"10304575"," 2507047 "," 0.24 "
"groundfish"," general",2000,"EEZ",100,3,"38732"," 42015 "," 1.08 "
"halibut"," Pacific",2000,"EEZ",200,3,"92724"," 262129 "," 2.83 "
"perch"," Pacific ocean",2000,"EEZ",141,4,"2715549"," 1363099 "," 0.50 "
"pollock"," walleye",2000,"EEZ",270,21,"201016106"," 212168220 "," 1.06 "
"rockfish"," dusky",2000,"EEZ",154,3,"60435"," 27768 "," 0.46 "
"rockfish"," northern",2000,"EEZ",136,3,"224590"," 59703 "," 0.27 "
"rockfish"," rougheye",2000,"EEZ",151,11,"37559"," 56438 "," 1.50 "
"rockfish"," shortraker",2000,"EEZ",152,12,"56576"," 99159 "," 1.75 "
"rockfish"," thornyhead (idiots)",2000,"EEZ",143,18,"310688"," 734797 "," 2.37 "
"sablefish (blackcod)","",2000,"EEZ",710,18,"2214166"," 8720313 "," 3.94 "
"salmon"," chinook",2000,"EEZ",410,7,"27340"," 41855 "," 1.53 "
"salmon"," chum",2000,"EEZ",450,6,"1786"," 665 "," 0.37 "
"salmon"," coho",2000,"EEZ",430,7,"91271"," 86685 "," 0.95 "
"salmon"," pink",2000,"EEZ",440,3,"367"," 251 "," 0.68 "
"salmon"," sockeye",2000,"EEZ",420,3,"57"," 98 "," 1.72 "
"scallop"," weathervane",2000,"EEZ",850,6,"545544"," 2749938 "," 5.04 "
"skate"," general",2000,"EEZ",700,6,"272476"," 157946 "," 0.58 "
"sole"," flathead",2000,"EEZ",122,5,"2429489"," 1411084 "," 0.58 "
"sole"," rex",2000,"EEZ",125,4,"3316249"," 3890934 "," 1.17 "
"sole"," rock",2000,"EEZ",123,4,"1768910"," 1524252 "," 0.86 "
"sole"," yellowfin",2000,"EEZ",127,5,"10990737"," 2359935 "," 0.21 "
"turbot"," Greenland",2000,"EEZ",134,17,"4206509"," 6638353 "," 1.58 "
"cod"," Pacific (gray)",2000,"Juneau/Yakutat",110,9,"83214"," 74508 "," 0.90 "
"crab"," Dungeness",2000,"Juneau/Yakutat",910,9,"104203"," 255987 "," 2.46 "
"crab"," Tanner, bairdi",2000,"Juneau/Yakutat",931,4,"348165"," 1997951 "," 5.74 "
"halibut"," Pacific",2000,"Juneau/Yakutat",200,15,"4716556"," 15899888 "," 3.37 "
"lingcod","",2000,"Juneau/Yakutat",130,9,"58721"," 77283 "," 1.32 "
"rockfish"," black",2000,"Juneau/Yakutat",142,4,"45075"," 47343 "," 1.05 "
"rockfish"," quillback",2000,"Juneau/Yakutat",147,4,"2928"," 3771 "," 1.29 "
"rockfish"," redbanded",2000,"Juneau/Yakutat",153,6,"10189"," 13861 "," 1.36 "
"rockfish"," rougheye",2000,"Juneau/Yakutat",151,9,"66562"," 64890 "," 0.97 "
"rockfish"," shortraker",2000,"Juneau/Yakutat",152,3,"58006"," 41680 "," 0.72 "
"rockfish"," thornyhead (idiots)",2000,"Juneau/Yakutat",143,6,"34130"," 47612 "," 1.40 "
"rockfish"," tiger",2000,"Juneau/Yakutat",148,3,"62"," 111 "," 1.79 "
"rockfish"," yelloweye (red snapper)",2000,"Juneau/Yakutat",145,8,"78034"," 132774 "," 1.70 "
"sablefish (blackcod)","",2000,"Juneau/Yakutat",710,7,"2883791"," 13862863 "," 4.81 "
"salmon roe"," chinook",2000,"Juneau/Yakutat",401,6,"35759"," 180951 "," 5.06 "
"salmon roe"," chum",2000,"Juneau/Yakutat",405,31,"2106706"," 23441926 "," 11.13 "
"salmon roe"," coho",2000,"Juneau/Yakutat",403,8,"152116"," 623961 "," 4.10 "
"salmon roe"," pink",2000,"Juneau/Yakutat",404,4,"248437"," 920242 "," 3.70 "
"salmon roe"," sockeye",2000,"Juneau/Yakutat",402,8,"48646"," 194897 "," 4.01 "
"salmon"," chinook",2000,"Juneau/Yakutat",410,42,"779031"," 2314588 "," 2.97 "
"salmon"," chum",2000,"Juneau/Yakutat",450,63,"24434156"," 11814543 "," 0.48 "
"salmon"," coho",2000,"Juneau/Yakutat",430,53,"3937171"," 7110746 "," 1.81 "
"salmon"," pink",2000,"Juneau/Yakutat",440,14,"4973002"," 5095259 "," 1.02 "
"salmon"," sockeye",2000,"Juneau/Yakutat",420,62,"1746245"," 4551405 "," 2.61 "
"scallop"," weathervane",2000,"Juneau/Yakutat",850,3,"139855"," 735229 "," 5.26 "
"shrimp"," coonstriped",2000,"Juneau/Yakutat",964,12,"47240"," 228086 "," 4.83 "
"shrimp"," spot",2000,"Juneau/Yakutat",965,11,"25343"," 218395 "," 8.62 "
"clam"," Pacific geoduck",2000,"Ketchikan/Craig",815,5,"176445"," 862835 "," 4.89 "
"cod"," Pacific (gray)",2000,"Ketchikan/Craig",110,5,"29480"," 37929 "," 1.29 "
"crab"," Dungeness",2000,"Ketchikan/Craig",910,5,"69105"," 211070 "," 3.05 "
"halibut"," Pacific",2000,"Ketchikan/Craig",200,7,"776375"," 2907311 "," 3.74 "
"lingcod","",2000,"Ketchikan/Craig",130,4,"31105"," 55861 "," 1.80 "
"rockfish"," China",2000,"Ketchikan/Craig",149,3,"24"," 43 "," 1.79 "
"rockfish"," black",2000,"Ketchikan/Craig",142,3,"1142"," 1263 "," 1.11 "
"rockfish"," copper",2000,"Ketchikan/Craig",138,3,"10"," 17 "," 1.70 "
"rockfish"," dusky",2000,"Ketchikan/Craig",154,3,"99"," 156 "," 1.58 "
"rockfish"," quillback",2000,"Ketchikan/Craig",147,4,"9332"," 11271 "," 1.21 "
"rockfish"," redbanded",2000,"Ketchikan/Craig",153,4,"9828"," 11228 "," 1.14 "
"rockfish"," rougheye",2000,"Ketchikan/Craig",151,3,"29850"," 27548 "," 0.92 "
"rockfish"," shortraker",2000,"Ketchikan/Craig",152,4,"23294"," 29780 "," 1.28 "
"rockfish"," silvergray",2000,"Ketchikan/Craig",157,3,"826"," 1436 "," 1.74 "
"rockfish"," thornyhead (idiots)",2000,"Ketchikan/Craig",143,5,"9524"," 32923 "," 3.46 "
"rockfish"," tiger",2000,"Ketchikan/Craig",148,3,"341"," 373 "," 1.09 "
"rockfish"," yelloweye (red snapper)",2000,"Ketchikan/Craig",145,4,"97282"," 176469 "," 1.81 "
"sablefish (blackcod)","",2000,"Ketchikan/Craig",710,4,"496733"," 2060544 "," 4.15 "
"salmon roe"," chum",2000,"Ketchikan/Craig",405,5,"1289697"," 15527001 "," 12.04 "
"salmon roe"," coho",2000,"Ketchikan/Craig",403,3,"29899"," 169595 "," 5.67 "
"salmon roe"," pink",2000,"Ketchikan/Craig",404,4,"601422"," 2145387 "," 3.57 "
"salmon roe"," sockeye",2000,"Ketchikan/Craig",402,4,"6778"," 20398 "," 3.01 "
"salmon"," chinook",2000,"Ketchikan/Craig",410,11,"224059"," 714323 "," 3.19 "
"salmon"," chum",2000,"Ketchikan/Craig",450,12,"19630853"," 13420728 "," 0.68 "
"salmon"," coho",2000,"Ketchikan/Craig",430,13,"2852769"," 5330477 "," 1.87 "
"salmon"," pink",2000,"Ketchikan/Craig",440,10,"20142975"," 26217398 "," 1.30 "
"salmon"," sockeye",2000,"Ketchikan/Craig",420,12,"1734218"," 5721976 "," 3.30 "
"sea cucumber","",2000,"Ketchikan/Craig",895,3,"465300"," 2905824 "," 6.25 "
"shrimp"," coonstriped",2000,"Ketchikan/Craig",964,7,"1787"," 6852 "," 3.83 "
"shrimp"," spot",2000,"Ketchikan/Craig",965,32,"492793"," 2701647 "," 5.48 "
"cod"," Pacific (gray)",2000,"Kodiak",110,9,"22363006"," 33416687 "," 1.49 "
"crab"," Tanner, snow (opilio)",2000,"Kodiak",932,3,"1025874"," 2909993 "," 2.84 "
"crab"," red king",2000,"Kodiak",921,5,"532843"," 4622485 "," 8.68 "
"flounder"," arrowtooth",2000,"Kodiak",121,5,"1084966"," 2773111 "," 2.56 "
"flounder"," starry",2000,"Kodiak",129,5,"101051"," 161101 "," 1.59 "
"halibut"," Pacific",2000,"Kodiak",200,11,"7261935"," 21084433 "," 2.90 "
"herring"," roe only",2000,"Kodiak",232,3,"4633"," 11740 "," 2.53 "
"herring"," with sac roe",2000,"Kodiak",234,6,"2020361"," 1610272 "," 0.80 "
"lingcod","",2000,"Kodiak",130,3,"2068"," 2966 "," 1.43 "
"octopus"," North Pacific",2000,"Kodiak",870,5,"56174"," 47955 "," 0.85 "
"perch"," Pacific ocean",2000,"Kodiak",141,6,"2349660"," 1720509 "," 0.73 "
"pollock"," walleye",2000,"Kodiak",270,7,"22900950"," 33277884 "," 1.45 "
"rockfish"," black",2000,"Kodiak",142,6,"33801"," 10860 "," 0.32 "
"rockfish"," dusky",2000,"Kodiak",154,7,"786025"," 846104 "," 1.08 "
"rockfish"," northern",2000,"Kodiak",136,6,"751229"," 533862 "," 0.71 "
"rockfish"," rougheye",2000,"Kodiak",151,8,"30047"," 32350 "," 1.08 "
"rockfish"," shortraker",2000,"Kodiak",152,4,"40005"," 29640 "," 0.74 "
"rockfish"," thornyhead (idiots)",2000,"Kodiak",143,9,"137368"," 299090 "," 2.18 "
"rockfish"," yelloweye (red snapper)",2000,"Kodiak",145,6,"7095"," 9423 "," 1.33 "
"sablefish (blackcod)","",2000,"Kodiak",710,10,"2135048"," 9028900 "," 4.23 "
"salmon roe"," chinook",2000,"Kodiak",401,3,"913"," 1916 "," 2.10 "
"salmon roe"," chum",2000,"Kodiak",405,7,"334104"," 2313461 "," 6.92 "
"salmon roe"," coho",2000,"Kodiak",403,7,"40211"," 132101 "," 3.29 "
"salmon roe"," pink",2000,"Kodiak",404,7,"910433"," 4573953 "," 5.02 "
"salmon roe"," sockeye",2000,"Kodiak",402,7,"250286"," 1113172 "," 4.45 "
"salmon"," chinook",2000,"Kodiak",410,9,"97782"," 145406 "," 1.49 "
"salmon"," chum",2000,"Kodiak",450,11,"6072545"," 3647448 "," 0.60 "
"salmon"," coho",2000,"Kodiak",430,8,"1848383"," 2875450 "," 1.56 "
"salmon"," pink",2000,"Kodiak",440,9,"25647019"," 26970309 "," 1.05 "
"salmon"," sockeye",2000,"Kodiak",420,13,"13427354"," 30966198 "," 2.31 "
"skate"," general",2000,"Kodiak",700,4,"673828"," 241113 "," 0.36 "
"sole"," Dover",2000,"Kodiak",124,6,"200618"," 365454 "," 1.82 "
"sole"," butter",2000,"Kodiak",126,3,"657782"," 618635 "," 0.94 "
"sole"," flathead",2000,"Kodiak",122,7,"296883"," 392048 "," 1.32 "
"sole"," rex",2000,"Kodiak",125,6,"95666"," 169977 "," 1.78 "
"sole"," rock",2000,"Kodiak",123,7,"2672979"," 4166011 "," 1.56 "
"herring"," with sac roe",2000,"Kuskokwim",234,5,"1934655"," 1001222 "," 0.52 "
